t,sigma_0,sigma_1,sigma_2,sigma_8,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7
40.551,0.019351,0.00998182,0.00966055,0.466958,0.00235163,0.0024098,0.00172818,0.022046,0.0223044
40.601,0.0193645,0.00998723,0.00966332,0.467565,0.00242055,0.00234729,0.00170322,0.021384,0.0212515
40.651,0.0193984,0.00999272,0.00966584,0.468117,0.00248718,0.00238223,0.00168151,0.0212883,0.0206128
40.701,0.019449,0.0100141,0.0096763,0.4686,0.00256049,0.00244137,0.0017192,0.0225958,0.0212679
40.751,0.0194971,0.010029,0.00968375,0.469035,0.00254681,0.00236632,0.001729,0.0231409,0.0232454
40.801,0.0195302,0.0100326,0.00968624,0.469767,0.00238018,0.00234944,0.00170171,0.0213544,0.0207324
40.851,0.0195421,0.01004,0.00968887,0.470309,0.00231342,0.00244968,0.00168093,0.0212441,0.0204496
40.901,0.0195595,0.0100648,0.00969933,0.470839,0.00231845,0.00254002,0.00171861,0.0219599,0.0206758
40.951,0.0195736,0.0100841,0.00970688,0.471311,0.00235551,0.00241406,0.00172928,0.0221125,0.0223884
41.001,0.0195861,0.0100895,0.00970957,0.471918,0.0024164,0.00234912,0.00170378,0.0214579,0.0212799
41.051,0.0196198,0.0100945,0.00971203,0.472469,0.00249575,0.00237027,0.00168179,0.0213674,0.0206071
41.101,0.0196719,0.0101158,0.00972245,0.47295,0.00257559,0.00242569,0.00171947,0.022702,0.0212554
41.151,0.0197212,0.0101303,0.00972985,0.473381,0.00254807,0.0023616,0.00172924,0.0232903,0.0232958
41.201,0.0197542,0.0101334,0.00973232,0.474121,0.00237986,0.00235018,0.00170193,0.0214317,0.0207177
41.251,0.0197663,0.0101409,0.00973464,0.474664,0.00231487,0.00244651,0.00167895,0.0212976,0.0204355
41.301,0.0197858,0.0101664,0.00974502,0.475194,0.00232043,0.00253666,0.00171672,0.0220356,0.0206413
41.351,0.0198013,0.0101865,0.00975253,0.475664,0.00235312,0.00240839,0.00172754,0.022207,0.0223622
41.401,0.0198134,0.010192,0.00975521,0.476271,0.00240633,0.00234575,0.00170228,0.0215164,0.021245
41.451,0.0198473,0.010197,0.00975767,0.47682,0.00250033,0.00235499,0.00168057,0.0214551,0.0205741
41.501,0.0199006,0.0102179,0.00976806,0.477302,0.00258503,0.00240679,0.00171863,0.0228177,0.0212333
41.551,0.0199504,0.0102322,0.00977547,0.477733,0.00253809,0.00235774,0.0017289,0.0234211,0.0232965
41.601,0.0199828,0.0102352,0.00977798,0.47848,0.00237548,0.00235123,0.00170202,0.0214743,0.0207056
41.651,0.0199956,0.0102433,0.00978031,0.479029,0.00232099,0.00244832,0.00167923,0.0213111,0.0204323
41.701,0.0200171,0.0102697,0.00979065,0.479559,0.00232899,0.0025431,0.001717,0.0220844,0.0206203
41.751,0.0200344,0.0102907,0.00979814,0.480024,0.00235651,0.00241493,0.00172799,0.0222552,0.0223848
41.801,0.0200466,0.0102968,0.00980084,0.480622,0.00240469,0.00234937,0.00170301,0.0215624,0.0212322
41.851,0.0200805,0.0103014,0.00980358,0.481165,0.00251597,0.00234636,0.00168357,0.0214959,0.0205494
41.901,0.0201354,0.0103215,0.00981391,0.48164,0.00260661,0.00239187,0.00172116,0.0229337,0.0212829
41.951,0.0201865,0.0103348,0.00982123,0.482053,0.00254555,0.00235823,0.00173078,0.0236527,0.0235963
42.001,0.020219,0.0103371,0.00982364,0.482818,0.00237827,0.00235525,0.00170326,0.021527,0.020772
42.051,0.0202324,0.010346,0.00982591,0.483366,0.0023326,0.00245413,0.00168016,0.0212778,0.0204669
42.101,0.0202567,0.0103733,0.00983622,0.483901,0.00234258,0.00254984,0.00171789,0.0220369,0.0205598
42.151,0.0202763,0.0103952,0.00984367,0.484366,0.00236195,0.00242294,0.00172879,0.0222272,0.0222544
42.201,0.0202885,0.010402,0.00984634,0.484958,0.00240581,0.00235198,0.00170367,0.0215252,0.0211471
42.251,0.0203224,0.010406,0.00984877,0.485496,0.00252813,0.00233142,0.00168194,0.0214466,0.0204731
42.301,0.0203795,0.0104253,0.00985904,0.485966,0.0026265,0.00237246,0.00171961,0.0229082,0.0213216
42.351,0.020432,0.010438,0.00986634,0.486372,0.0025513,0.00235402,0.0017296,0.0236216,0.0238052
42.401,0.0204643,0.0104403,0.00986879,0.487144,0.00238148,0.00235542,0.00170265,0.0214242,0.0208112
42.451,0.0204795,0.0104506,0.00987111,0.48769,0.00235226,0.0024727,0.0016801,0.0211789,0.0204915
42.501,0.0205085,0.0104792,0.00988141,0.48823,0.00236792,0.00256841,0.00171818,0.0218869,0.0205168
42.551,0.0205322,0.0105024,0.00988887,0.488699,0.00237303,0.00243921,0.00172926,0.0220954,0.0221935
42.601,0.0205457,0.0105102,0.00989151,0.489295,0.00241093,0.00235376,0.00170403,0.0214278,0.0210682
42.651,0.0205799,0.0105139,0.00989391,0.489834,0.00255452,0.00232965,0.00168218,0.0214249,0.0203947
42.701,0.02064,0.0105328,0.00990414,0.490295,0.00266323,0.00236556,0.00171985,0.0229549,0.0213644
42.751,0.0206943,0.0105448,0.0099114,0.490684,0.00256788,0.00235478,0.0017298,0.0237968,0.0240936
42.801,0.0207263,0.0105464,0.00991382,0.491471,0.00239067,0.00235984,0.00170282,0.0214908,0.0208592
42.851,0.0207428,0.0105571,0.00991638,0.492021,0.00238414,0.00248104,0.00168236,0.0211869,0.0205285
42.901,0.0207767,0.0105865,0.00992663,0.492561,0.00240087,0.00257965,0.00172001,0.021956,0.0204773
42.951,0.020804,0.0106105,0.00993402,0.493031,0.00238578,0.00245299,0.00173068,0.0221991,0.0221711
43.001,0.0208178,0.0106188,0.00993663,0.493634,0.00241819,0.00235816,0.00170522,0.0214941,0.0210304
43.051,0.0208519,0.010622,0.009939,0.494174,0.00257973,0.00232395,0.0016833,0.0215054,0.020357
43.101,0.0209148,0.0106398,0.0099492,0.494635,0.00269801,0.00235613,0.00172093,0.0230559,0.0213341
43.151,0.0209708,0.0106511,0.00995646,0.495013,0.00257911,0.00235804,0.00173098,0.0239396,0.0242577
43.201,0.0210027,0.0106526,0.00995889,0.49581,0.00239997,0.00236526,0.00170421,0.0215122,0.0208356
43.251,0.0210207,0.0106638,0.00996117,0.496353,0.00240957,0.00247917,0.00168162,0.0211713,0.0204963
43.301,0.0210597,0.0106937,0.00997137,0.496892,0.00243349,0.00257345,0.0017193,0.0219472,0.0204442
43.351,0.0210914,0.0107184,0.00997873,0.49736,0.00239699,0.00246143,0.00173004,0.0222118,0.0221835
43.401,0.0211072,0.0107279,0.00998132,0.497963,0.00242037,0.00235803,0.00170465,0.0214922,0.0210039
43.451,0.0211429,0.0107311,0.00998369,0.498501,0.00261167,0.0023191,0.00168298,0.0215366,0.0203144
43.501,0.0212093,0.0107481,0.0099939,0.498965,0.00273621,0.0023482,0.00172098,0.0230546,0.0212651
43.551,0.0212676,0.0107587,0.0100012,0.499334,0.00259539,0.0023595,0.00173144,0.0240101,0.0242962
43.601,0.0212999,0.0107601,0.0100036,0.500129,0.00241004,0.00236979,0.00170495,0.0215059,0.0208303
43.651,0.0213202,0.0107721,0.0100059,0.500668,0.00244956,0.00248224,0.00168248,0.0211455,0.0204735
43.701,0.0213648,0.0108025,0.0100161,0.501203,0.00248093,0.00257376,0.00172013,0.0219925,0.0204147
43.751,0.0214014,0.0108279,0.0100235,0.501666,0.00241779,0.00247376,0.00173098,0.0222932,0.022226
43.801,0.0214194,0.0108384,0.0100261,0.502273,0.00242798,0.00236149,0.00170579,0.0215337,0.0209995
43.851,0.0214551,0.0108412,0.0100287,0.502812,0.00263188,0.0023185,0.00168627,0.0215739,0.0202954
43.901,0.0215233,0.0108565,0.0100389,0.50327,0.00276067,0.0023437,0.00172379,0.0232324,0.0212535
43.951,0.0215832,0.0108656,0.0100461,0.503621,0.00260186,0.00236644,0.00173377,0.0243275,0.0245801
44.001,0.0216159,0.0108665,0.0100485,0.504443,0.00242021,0.0023768,0.00170697,0.0215797,0.0208649
44.051,0.02164,0.0108798,0.0100508,0.504988,0.00249046,0.0024923,0.00168438,0.0211231,0.0204941
44.101,0.0216902,0.0109109,0.0100609,0.505529,0.00252989,0.00258009,0.00172195,0.0219502,0.0203763
44.151,0.0217322,0.0109371,0.0100683,0.505991,0.00244091,0.00249094,0.00173262,0.022256,0.0221842
44.201,0.0217536,0.0109488,0.0100708,0.50659,0.00243507,0.0023655,0.00170714,0.0215297,0.0209819
44.251,0.021791,0.0109509,0.0100732,0.507126,0.0026502,0.00231176,0.00168525,0.021586,0.0202386
44.301,0.0218615,0.0109647,0.0100833,0.507585,0.00278037,0.00233584,0.00172281,0.0232538,0.0211933
44.351,0.0219231,0.0109727,0.0100905,0.507927,0.0026031,0.00236558,0.00173307,0.0244078,0.0247203
44.401,0.0219573,0.0109734,0.0100929,0.508762,0.00242935,0.00237943,0.00170677,0.0215499,0.0209015
44.451,0.0219876,0.0109877,0.0100953,0.509318,0.00255497,0.0024957,0.00168474,0.0210712,0.0205363
44.501,0.0220458,0.0110191,0.0101054,0.509865,0.00260711,0.00257816,0.00172264,0.0218528,0.0203144
44.551,0.0220946,0.0110458,0.0101128,0.51033,0.00247908,0.00250222,0.00173346,0.0221788,0.0220569
44.601,0.0221204,0.011058,0.0101153,0.510922,0.0024502,0.00236765,0.0017078,0.0214966,0.0208927
44.651,0.0221594,0.0110593,0.0101176,0.511451,0.00268058,0.00230979,0.00168573,0.0215937,0.02016
44.701,0.022233,0.011071,0.0101277,0.511903,0.00281585,0.00233373,0.00172328,0.0233318,0.0212061
44.751,0.0222973,0.0110775,0.0101349,0.512228,0.00262368,0.00236879,0.00173349,0.0245927,0.0250205
44.801,0.022333,0.0110777,0.0101373,0.513077,0.00245082,0.00238371,0.00170714,0.0216095,0.0210171
44.851,0.0223674,0.0110923,0.0101399,0.513639,0.00262074,0.00248727,0.00168718,0.0210543,0.0206039
44.901,0.0224321,0.0111229,0.01015,0.514188,0.00268103,0.00255846,0.00172463,0.0219031,0.0202675
44.951,0.0224871,0.0111493,0.0101573,0.51465,0.00252191,0.0025096,0.00173504,0.022247,0.022068
45.001,0.0225172,0.0111624,0.0101598,0.515244,0.00246752,0.00237114,0.00170912,0.0215281,0.0208866
45.051,0.0225582,0.011163,0.0101621,0.515772,0.0027173,0.00231128,0.00168697,0.0216223,0.0201328
45.101,0.0226348,0.0111723,0.0101722,0.516228,0.00285038,0.00233714,0.00172446,0.023349,0.021112
45.151,0.0227013,0.0111765,0.0101793,0.516546,0.00263873,0.00237658,0.00173455,0.0246566,0.0250655
45.201,0.0227383,0.011176,0.0101817,0.517398,0.00247028,0.00238252,0.00170804,0.021594,0.0210092
45.251,0.0227777,0.0111902,0.010184,0.517955,0.00269139,0.00245436,0.00168581,0.0209929,0.020569
45.301,0.0228498,0.0112192,0.0101941,0.518502,0.00276314,0.00251816,0.00172332,0.0218639,0.0202362
45.351,0.0229119,0.0112446,0.0102013,0.518957,0.00257097,0.00249885,0.00173385,0.0222899,0.0221068
45.401,0.0229477,0.0112581,0.0102038,0.51955,0.00248654,0.0023681,0.00170808,0.0215389,0.0208827
45.451,0.0229925,0.0112576,0.0102061,0.520079,0.00275944,0.00231399,0.00168627,0.0216591,0.0200979
45.501,0.0230728,0.0112641,0.0102162,0.520539,0.00289282,0.00234441,0.00172414,0.0233254,0.021052
45.551,0.0231426,0.0112661,0.0102234,0.520847,0.00266612,0.00238451,0.00173488,0.0247072,0.0251874
45.601,0.0231821,0.0112649,0.0102259,0.5217,0.00250611,0.00238526,0.00170907,0.0215988,0.0210992
45.651,0.0232278,0.0112787,0.0102282,0.522262,0.00279212,0.00243378,0.00168722,0.0209695,0.0206246
45.701,0.0233085,0.0113058,0.0102383,0.522811,0.00287552,0.00248611,0.00172468,0.0218754,0.0201885
45.751,0.0233788,0.0113297,0.0102455,0.523267,0.002649,0.00249201,0.00173507,0.02232,0.02209
45.801,0.0234204,0.0113428,0.010248,0.523862,0.00251546,0.00236979,0.00170908,0.0215814,0.0208309
45.851,0.0234662,0.011341,0.0102505,0.524387,0.00279034,0.0023306,0.00168923,0.0217163,0.0200618
45.901,0.0235482,0.0113443,0.0102606,0.524843,0.00291374,0.00236603,0.00172662,0.0234599,0.0210239
45.951,0.0236196,0.0113436,0.0102677,0.525133,0.00268493,0.00240098,0.00173691,0.0249447,0.0254676
46.001,0.0236609,0.011341,0.0102702,0.526002,0.00253876,0.00238562,0.00171082,0.0216762,0.0212209
46.051,0.0237129,0.0113533,0.0102724,0.526571,0.00288646,0.00240377,0.00168886,0.0209466,0.0207073
46.101,0.0238013,0.0113775,0.0102825,0.527127,0.00297792,0.00244741,0.00172624,0.0218406,0.0201322
46.151,0.0238792,0.0113991,0.0102897,0.527582,0.00273001,0.00247481,0.0017365,0.0223037,0.021954
46.201,0.0239278,0.0114111,0.0102922,0.528167,0.00255186,0.00237122,0.00171026,0.0215663,0.0207357
46.251,0.0239759,0.0114072,0.0102944,0.528681,0.00281335,0.00234486,0.00168805,0.0217219,0.0199786
46.301,0.02406,0.0114069,0.0103044,0.529136,0.00293592,0.00239022,0.0017255,0.0234718,0.0209805
46.351,0.0241337,0.0114032,0.0103116,0.529414,0.00269784,0.00241802,0.00173588,0.0250454,0.0256325
46.401,0.0241771,0.0113989,0.010314,0.530285,0.00257563,0.0023769,0.00170994,0.0217011,0.0213381
46.451,0.0242363,0.0114092,0.0103163,0.530855,0.00299572,0.00236508,0.00168833,0.0209589,0.0208034
46.501,0.024333,0.0114294,0.0103263,0.531419,0.00308987,0.00239647,0.00172607,0.0217938,0.0200738
46.551,0.0244188,0.0114474,0.0103336,0.531878,0.00281816,0.00243978,0.00173676,0.0222752,0.0218321
46.601,0.0244746,0.0114575,0.0103361,0.53246,0.00258182,0.00237265,0.00171082,0.0215503,0.0206747
46.651,0.0245253,0.0114515,0.0103383,0.532975,0.00282891,0.00238119,0.00168873,0.0217721,0.0199241
46.701,0.0246103,0.011447,0.0103483,0.533429,0.00293867,0.00244125,0.00172615,0.0235828,0.0209134
46.751,0.024685,0.0114398,0.0103555,0.533697,0.00270416,0.00245413,0.00173666,0.0252709,0.025721
46.801,0.0247307,0.011434,0.0103579,0.534573,0.00261188,0.00237506,0.00171098,0.0217895,0.0213896
46.851,0.0247952,0.0114423,0.0103605,0.535142,0.00307532,0.00234104,0.00169162,0.0209541,0.0208141
46.901,0.0248976,0.0114579,0.0103705,0.535701,0.00317522,0.00236477,0.00172887,0.0219059,0.0200662
46.951,0.0249898,0.011472,0.0103777,0.536152,0.00290458,0.00241713,0.00173891,0.0224514,0.0219349
47.001,0.0250519,0.01148,0.0103801,0.536739,0.00261883,0.00237878,0.00171226,0.0216343,0.0206826
47.051,0.0251048,0.0114718,0.0103823,0.537253,0.00284441,0.00242912,0.00168983,0.0218526,0.019896
47.101,0.0251906,0.0114633,0.0103923,0.537711,0.0029459,0.00250322,0.00172721,0.0236627,0.0208001
47.151,0.0252664,0.0114529,0.0103994,0.537973,0.00271432,0.00249486,0.0017378,0.0253942,0.025726
47.201,0.0253143,0.0114451,0.0104019,0.538847,0.00265363,0.00237691,0.00171233,0.0218454,0.0214504
47.251,0.0253843,0.01145,0.0104042,0.539416,0.00315922,0.00232334,0.0016909,0.0209845,0.0208271
47.301,0.0254926,0.0114604,0.0104142,0.539975,0.00326051,0.00234051,0.00172818,0.0219893,0.0200244
47.351,0.0255914,0.01147,0.0104214,0.540422,0.00299641,0.0023891,0.00173829,0.0225646,0.0219552
47.401,0.0256604,0.011475,0.0104238,0.541011,0.00265318,0.00238414,0.0017117,0.0216977,0.02068
47.451,0.025716,0.0114642,0.010426,0.541522,0.00285884,0.00249245,0.00168954,0.0219576,0.019869
47.501,0.0258025,0.0114519,0.010436,0.541985,0.00294726,0.00258038,0.00172728,0.0237248,0.0206896
47.551,0.0258791,0.0114381,0.0104432,0.542247,0.00271403,0.00254353,0.00173827,0.025431,0.0257162
47.601,0.0259289,0.0114278,0.0104457,0.543123,0.00268538,0.00238323,0.00171308,0.0218015,0.0215233
47.651,0.0260041,0.0114287,0.010448,0.543695,0.00322146,0.00233117,0.00169178,0.0209246,0.0208443
47.701,0.0261166,0.0114338,0.010458,0.544254,0.00332167,0.00234561,0.00172901,0.0219563,0.0200012
47.751,0.0262203,0.0114382,0.0104651,0.544697,0.00307203,0.0023743,0.00173925,0.0225458,0.0219595
47.801,0.0262949,0.0114396,0.0104676,0.545285,0.002677,0.00240185,0.00171287,0.021646,0.0206136
47.851,0.0263507,0.011427,0.0104701,0.545796,0.00284273,0.00257078,0.00169289,0.0219273,0.0198276
47.901,0.0264348,0.0114115,0.01048,0.546259,0.0029133,0.00267511,0.00173013,0.0237251,0.0206204
47.951,0.0265102,0.0113947,0.0104872,0.546513,0.00270376,0.00261684,0.00174082,0.02544,0.0258469
48.001,0.0265612,0.0113821,0.0104897,0.547384,0.00271912,0.00240437,0.00171564,0.0217919,0.0216148
48.051,0.0266405,0.0113792,0.0104921,0.547951,0.00327719,0.00237459,0.00169439,0.0208738,0.0208936
48.101,0.0267565,0.0113788,0.0105021,0.548511,0.00337745,0.00239014,0.0017315,0.0219242,0.0199856
48.151,0.0268643,0.0113781,0.0105092,0.548958,0.00314931,0.0023826,0.00174153,0.0225424,0.0219434
48.201,0.0269441,0.0113756,0.0105116,0.549554,0.00271381,0.00243674,0.0017148,0.0215665,0.0205821
48.251,0.0270006,0.0113606,0.0105138,0.550061,0.00283184,0.00267132,0.00169237,0.0218914,0.0197849
48.301,0.0270829,0.0113422,0.0105237,0.550525,0.00288679,0.00278697,0.00172962,0.0236933,0.0205105
48.351,0.0271567,0.0113231,0.0105309,0.550773,0.0026909,0.00269459,0.00174035,0.025445,0.0258436
48.401,0.0272073,0.0113089,0.0105334,0.551636,0.00274525,0.00243068,0.00171522,0.0217767,0.0216446
48.451,0.0272901,0.0113023,0.0105358,0.552204,0.00332617,0.00244867,0.00169426,0.0208667,0.0209047
48.501,0.0274087,0.011297,0.0105458,0.552766,0.00341593,0.00246771,0.00173171,0.0218624,0.0199617
48.551,0.0275194,0.0112917,0.010553,0.553215,0.00320619,0.00241684,0.00174215,0.0224845,0.0219095
48.601,0.0276023,0.0112854,0.0105554,0.553805,0.00273566,0.00248072,0.00171568,0.0215512,0.020544
48.651,0.027657,0.0112689,0.0105576,0.554299,0.00279768,0.00277834,0.00169331,0.0219211,0.0197673
48.701,0.0277355,0.0112489,0.0105675,0.554764,0.00283666,0.00291029,0.00173053,0.0237711,0.0203876
48.751,0.0278063,0.0112285,0.0105747,0.555013,0.0026648,0.00277773,0.00174134,0.0254895,0.0257853
48.801,0.0278566,0.0112132,0.0105773,0.555869,0.00276302,0.00247324,0.00171644,0.0218137,0.0216602
48.851,0.0279402,0.0112042,0.0105799,0.556438,0.00332164,0.00255116,0.00169771,0.0208726,0.0208764
48.901,0.0280579,0.0111957,0.0105899,0.556993,0.00340813,0.00257468,0.00173466,0.0219523,0.0199872
48.951,0.0281683,0.0111871,0.010597,0.557433,0.00322975,0.00247696,0.00174441,0.0226399,0.0221246
49.001,0.028252,0.0111781,0.0105994,0.558031,0.00273944,0.00253386,0.00171722,0.0216251,0.0205515
49.051,0.0283043,0.0111608,0.0106016,0.558518,0.00274939,0.00289619,0.0016945,0.0219756,0.019745
49.101,0.0283776,0.0111409,0.0106114,0.558987,0.00277286,0.00303544,0.00173166,0.0237744,0.0203066
49.151,0.028444,0.0111206,0.0106186,0.559241,0.00262847,0.00287074,0.00174253,0.0254589,0.0256995
49.201,0.0284923,0.0111048,0.0106212,0.560083,0.00275325,0.00253301,0.00171781,0.0218495,0.0217364
49.251,0.0285747,0.0110934,0.0106236,0.560645,0.00327873,0.00268429,0.001697,0.0209242,0.020907
49.301,0.0286897,0.0110827,0.0106335,0.561198,0.00336384,0.00271542,0.00173399,0.0221003,0.0199498
49.351,0.0287986,0.0110722,0.0106407,0.561637,0.00321857,0.00256297,0.00174398,0.0228219,0.0221216
49.401,0.028883,0.0110617,0.0106431,0.562246,0.0027266,0.00259679,0.00171723,0.0217038,0.0204784
49.451,0.0289331,0.0110447,0.0106453,0.562734,0.00269184,0.00302533,0.00169494,0.0221046,0.0197155
49.501,0.0290004,0.0110265,0.0106552,0.563207,0.00269991,0.00316745,0.00173242,0.0238373,0.0202426
49.551,0.0290613,0.011008,0.0106624,0.563467,0.00258234,0.00295858,0.00174364,0.0254194,0.0256298
49.601,0.0291069,0.0109931,0.0106651,0.564291,0.00272857,0.00259224,0.0017191,0.0219278,0.021804
49.651,0.0291875,0.0109813,0.0106675,0.564853,0.00320698,0.00281729,0.00169829,0.0209759,0.0209315
49.701,0.0292974,0.0109711,0.0106774,0.565408,0.00327917,0.00285625,0.0017352,0.0221717,0.0199543
49.751,0.0294025,0.0109607,0.0106845,0.565842,0.00317524,0.00266626,0.00174511,0.0229119,0.0221672
49.801,0.0294862,0.0109498,0.0106869,0.566452,0.00269862,0.00266491,0.0017182,0.0217398,0.0204696
49.851,0.0295336,0.0109354,0.0106894,0.566947,0.00262098,0.00311683,0.00169785,0.0221451,0.0197359
49.901,0.029593,0.0109215,0.0106993,0.567423,0.00261898,0.00326058,0.00173485,0.0239487,0.020141
49.951,0.0296468,0.010907,0.0107064,0.567687,0.00253311,0.00303725,0.00174561,0.0254653,0.0255034
50.001,0.0296884,0.0108945,0.0107091,0.568496,0.00270055,0.00265751,0.00172079,0.0219751,0.0218035
50.051,0.0297662,0.0108838,0.0107114,0.569053,0.0031304,0.00296775,0.00169984,0.0210007,0.0208872
50.101,0.0298705,0.0108763,0.0107214,0.569605,0.00319914,0.00301251,0.00173669,0.0222163,0.0199866
50.151,0.0299711,0.0108681,0.0107284,0.570034,0.00313199,0.00278621,0.00174648,0.0229939,0.0222661
50.201,0.0300522,0.0108587,0.0107309,0.570646,0.00266934,0.00274095,0.00171936,0.0217483,0.0204868
50.251,0.0300949,0.0108475,0.010733,0.571135,0.00254917,0.00322345,0.00169664,0.0221457,0.0197395
50.301,0.0301462,0.0108396,0.0107429,0.571614,0.00254255,0.00336737,0.00173369,0.0239473,0.0200612
50.351,0.0301927,0.0108308,0.01075,0.571893,0.00248615,0.00311445,0.00174454,0.0253251,0.0252946
50.401,0.03023,0.0108223,0.0107527,0.572683,0.00266997,0.00272466,0.00171987,0.0219536,0.0217991
50.451,0.0303041,0.0108146,0.0107551,0.573244,0.00305012,0.00313603,0.00169925,0.0210375,0.0208871
50.501,0.0304023,0.0108121,0.010765,0.573798,0.00311067,0.00319195,0.00173648,0.0221873,0.0199736
50.551,0.0304971,0.0108087,0.0107721,0.574233,0.00307121,0.0029282,0.00174671,0.022911,0.0222032
50.601,0.0305738,0.0108029,0.0107746,0.574842,0.002635,0.00282852,0.00171992,0.0216602,0.0204425
50.651,0.0306111,0.010797,0.0107768,0.575322,0.00248783,0.00332483,0.00169731,0.0221223,0.0197283
50.701,0.0306539,0.0107971,0.0107866,0.575798,0.00247906,0.00346123,0.00173432,0.0239681,0.0200165
50.751,0.0306924,0.0107962,0.0107937,0.576086,0.00244489,0.00318586,0.00174512,0.0253355,0.0250815
50.801,0.0307245,0.0107933,0.0107964,0.576859,0.00263224,0.00278949,0.00172035,0.0220652,0.0218613
50.851,0.0307933,0.0107913,0.010799,0.577425,0.00295652,0.00325948,0.00170171,0.0211351,0.0208622
50.901,0.0308837,0.0107967,0.0108089,0.577967,0.00300685,0.00331416,0.00173846,0.0224665,0.0200652
50.951,0.0309715,0.0108005,0.010816,0.578388,0.00300524,0.00302844,0.0017481,0.0233008,0.0225066
