t,roll_err_deg,roll_err_rms_deg,bay_err_rms,roll_sigma_deg,bay_err,bay_sigma,turning
30.05,0.0260569,0.0253111,0.00408412,0.0236773,-0.00414071,0.00261464,1
30.06,0.0203146,0.0255774,0.00411265,0.0239427,-0.00414235,0.00261454,1
30.07,0.0157696,0.0260712,0.00414052,0.024197,-0.00413571,0.00261436,1
30.08,0.00520351,0.0264724,0.00416543,0.0243855,-0.00409676,0.00261408,1
30.09,-0.00500227,0.0267682,0.00418425,0.024475,-0.00407276,0.0026137,1
30.1,-0.00973777,0.0270389,0.0042017,0.0244888,-0.00403875,0.0026132,1
30.11,-0.00639015,0.0273174,0.00421847,0.0245125,-0.00403899,0.00261257,1
30.12,0.000815403,0.0275676,0.00423449,0.0246207,-0.00403746,0.00261177,1
30.13,0.00876195,0.0275958,0.00425016,0.02481,-0.0039959,0.0026108,1
30.14,0.0140963,0.0272864,0.00426456,0.0250074,-0.00398499,0.00260963,1
30.15,0.0166166,0.0268386,0.00427714,0.0251352,-0.00397261,0.00260826,1
30.16,0.0221291,0.0263613,0.00428769,0.0251866,-0.00397736,0.00260669,1
30.17,0.0305143,0.0260919,0.00429634,0.0251255,-0.00396062,0.00260493,1
30.18,0.0489874,0.0260576,0.00430516,0.0247466,-0.00392117,0.002603,1
30.19,0.0609085,0.0261096,0.00431663,0.0241114,-0.0038397,0.00260091,1
30.2,0.0511725,0.026124,0.00432862,0.023561,-0.00376363,0.00259868,1
30.21,0.0216772,0.0260678,0.00434008,0.0232387,-0.003785,0.00259635,1
30.22,0.0085067,0.0259597,0.00435164,0.0230725,-0.00393122,0.00259393,1
30.23,0.00815472,0.0258457,0.00436346,0.0229858,-0.00440447,0.00259141,1
30.24,0.0158106,0.0258343,0.00437519,0.0230085,-0.00476209,0.00259013,1
30.25,0.0244586,0.025801,0.00438737,0.0231364,-0.0047299,0.00259007,1
30.26,0.0283421,0.0258127,0.00439937,0.0232954,-0.00473284,0.00258995,1
30.27,0.0326111,0.0257726,0.00441093,0.0234538,-0.00470397,0.00258973,1
30.28,0.0376596,0.0256413,0.00442155,0.0235851,-0.00472214,0.00258941,1
30.29,0.0438996,0.0254371,0.00442946,0.023645,-0.0047274,0.00258896,1
30.3,0.0441228,0.0252432,0.00443608,0.0236497,-0.00474037,0.00258838,1
30.31,0.0406081,0.0251398,0.00444147,0.0236519,-0.00475526,0.00258764,1
30.32,0.034448,0.0252849,0.00444589,0.0236881,-0.00476532,0.00258672,1
30.33,0.030562,0.0259888,0.0044491,0.0237493,-0.00479267,0.00258559,1
30.34,0.029727,0.0274258,0.00445073,0.0238175,-0.00482675,0.00258424,1
30.35,0.030761,0.0288174,0.0044507,0.0238769,-0.00479991,0.00258266,1
30.36,0.0318604,0.0294119,0.00444978,0.0239436,-0.00476936,0.00258084,1
30.37,0.0313285,0.029524,0.00444965,0.024052,-0.00474659,0.0025788,1
30.38,0.0160277,0.0295823,0.00445559,0.0241268,-0.00471531,0.00257655,1
30.39,-0.00585398,0.0296894,0.00447502,0.0239083,-0.00462628,0.00257411,1
30.4,-0.00721747,0.0298672,0.00449749,0.0235521,-0.00455508,0.0025715,1
30.41,0.0083042,0.0301031,0.0045199,0.0232792,-0.00447279,0.00256875,1
30.42,0.0209856,0.030352,0.00454183,0.0231425,-0.00445347,0.00256588,1
30.43,0.0256718,0.0304596,0.00456397,0.0231236,-0.004538,0.00256289,1
30.44,0.0252384,0.0301189,0.00458674,0.0232445,-0.00466317,0.00256134,1
30.45,0.0228243,0.0298261,0.00461058,0.0234808,-0.00467369,0.00256127,1
30.46,0.0189781,0.0301162,0.00463536,0.0237498,-0.00465257,0.00256111,1
30.47,0.0135985,0.03066,0.00465883,0.0240043,-0.00466862,0.00256084,1
30.48,0.00479767,0.0311356,0.00467751,0.0242056,-0.0046768,0.00256045,1
30.49,-0.00363813,0.0315199,0.00468637,0.0243038,-0.00465762,0.0025599,1
30.5,-0.00794898,0.0317618,0.00469305,0.0243302,-0.00461693,0.00255919,1
30.51,-0.00707281,0.0319632,0.00469885,0.0243734,-0.00458777,0.00255828,1
30.52,0.00241996,0.0321328,0.00470426,0.0245056,-0.00457059,0.00255716,1
30.53,0.0129127,0.0321263,0.00470868,0.0247295,-0.00451203,0.00255578,1
30.54,0.0142859,0.0316855,0.00471093,0.0249624,-0.00451385,0.00255414,1
30.55,0.0153873,0.0310396,0.00471138,0.025128,-0.0044425,0.00255222,1
30.56,0.0216823,0.0304951,0.00470933,0.0252001,-0.00439421,0.00255002,1
30.57,0.0332376,0.0302252,0.0047051,0.0251127,-0.00433014,0.00254756,1
30.58,0.0566707,0.0301969,0.00469958,0.0246616,-0.0042508,0.00254486,1
30.59,0.0655834,0.0303246,0.00469566,0.0239489,-0.00409828,0.00254195,1
30.6,0.0563818,0.030427,0.00469203,0.0233412,-0.00401177,0.00253885,1
30.61,0.025655,0.0304342,0.00468845,0.0229881,-0.00396797,0.00253561,1
30.62,0.0131264,0.0303813,0.00468464,0.0228044,-0.00412924,0.00253225,1
30.63,0.0166279,0.0303514,0.00468055,0.022707,-0.00466495,0.00252877,1
30.64,0.0258412,0.0304208,0.00467697,0.0227279,-0.00509561,0.002527,1
30.65,0.0310179,0.0304148,0.00467471,0.0228583,-0.00508866,0.0025269,1
30.66,0.0346565,0.0304141,0.00467361,0.0230152,-0.00506973,0.00252671,1
30.67,0.0407699,0.0303804,0.00467311,0.023177,-0.00506542,0.0025264,1
30.68,0.0440615,0.0303168,0.00467166,0.0233072,-0.00505615,0.00252594,1
30.69,0.048428,0.03032,0.00466652,0.0233699,-0.00503886,0.00252532,1
30.7,0.0507074,0.0304445,0.00465972,0.0233717,-0.00505827,0.00252451,1
30.71,0.0459256,0.030722,0.00465241,0.0233704,-0.00505587,0.0025235,1
30.72,0.0398818,0.0312477,0.00464383,0.0233989,-0.00505705,0.00252225,1
30.73,0.0372976,0.0323228,0.00463345,0.0234646,-0.00507267,0.00252073,1
30.74,0.0353319,0.0339634,0.00462158,0.0235343,-0.00507945,0.00251891,1
30.75,0.0353408,0.0356072,0.00460812,0.0235937,-0.00502848,0.00251679,1
30.76,0.0374611,0.0364246,0.00459389,0.0236631,-0.00500287,0.00251437,1
30.77,0.0381664,0.0366833,0.00458082,0.0237828,-0.00496097,0.00251166,1
30.78,0.024276,0.0368126,0.00457434,0.023854,-0.00487698,0.00250868,1
30.79,0.00440777,0.0370046,0.00458242,0.0236224,-0.00479009,0.00250547,1
30.8,0.00418646,0.0373627,0.0045942,0.0232522,-0.00469681,0.00250205,1
30.81,0.0186487,0.0377699,0.00460696,0.0229664,-0.00457901,0.00249846,1
30.82,0.0290846,0.0382193,0.00462069,0.0228191,-0.00449455,0.00249474,1
30.83,0.0330527,0.0384475,0.00463557,0.0227933,-0.00453506,0.00249088,1
30.84,0.0354698,0.0383566,0.00465176,0.022927,-0.00464748,0.00248928,1
30.85,0.0333667,0.0384343,0.00466946,0.0231735,-0.00462292,0.00248917,1
30.86,0.0311872,0.0390431,0.00468767,0.0234533,-0.00457856,0.00248896,1
30.87,0.0283661,0.0398455,0.00470506,0.0237174,-0.00454204,0.00248861,1
30.88,0.0210892,0.0404864,0.00471684,0.0239231,-0.00450456,0.00248809,1
30.89,0.0103161,0.0410128,0.00471581,0.0240244,-0.00447661,0.00248739,1
30.9,0.00408945,0.0414613,0.00471151,0.0240486,-0.00447269,0.00248648,1
30.91,0.00580041,0.0418458,0.00470682,0.0240849,-0.00444766,0.00248534,1
30.92,0.0160787,0.0421662,0.00470127,0.0242211,-0.00441421,0.00248393,1
30.93,0.0225163,0.0422734,0.00469442,0.024444,-0.00437214,0.0024822,1
30.94,0.0297534,0.0419307,0.00468581,0.0246854,-0.00434455,0.00248015,1
30.95,0.0332753,0.0413725,0.00467487,0.0248599,-0.00430734,0.00247777,1
30.96,0.0384212,0.0408633,0.00466102,0.0249259,-0.00426172,0.00247505,1
30.97,0.0516507,0.0406296,0.00464491,0.024831,-0.00415646,0.00247202,1
30.98,0.0685724,0.0406324,0.00462807,0.0243596,-0.00407211,0.0024687,1
30.99,0.0780402,0.0407804,0.00461356,0.0236146,-0.00397494,0.00246514,1
31,0.0690823,0.0409272,0.00460063,0.0229854,-0.00387388,0.00246136,1
31.01,0.0393132,0.0409294,0.00458865,0.0226182,-0.00380654,0.00245742,1
31.02,0.023901,0.0407969,0.00457686,0.0224243,-0.0039813,0.00245335,1
31.03,0.0258665,0.0406398,0.00456622,0.0223207,-0.00456468,0.00244915,1
31.04,0.0362072,0.0406172,0.00455684,0.0223359,-0.00504541,0.00244701,1
31.05,0.0419992,0.0406183,0.00454865,0.0224687,-0.00504512,0.0024469,1
31.06,0.0461726,0.0405902,0.00454206,0.0226296,-0.00505198,0.00244666,1
31.07,0.0519978,0.0404498,0.00453717,0.022796,-0.00503866,0.00244628,1
31.08,0.0561906,0.0402417,0.00453239,0.0229287,-0.00502237,0.00244574,1
31.09,0.0628083,0.0400354,0.00452457,0.0229921,-0.00498046,0.002445,1
31.1,0.0660006,0.0398671,0.00451533,0.022988,-0.00494854,0.00244405,1
31.11,0.0619518,0.0397908,0.00450591,0.0229876,-0.00493867,0.00244286,1
31.12,0.054882,0.0398791,0.0044963,0.0230209,-0.00493737,0.00244139,1
31.13,0.0508197,0.0403894,0.00448588,0.0230857,-0.00492346,0.00243961,1
31.14,0.051917,0.0414616,0.00447481,0.0231535,-0.00490518,0.00243749,1
31.15,0.0514144,0.04257,0.0044623,0.0232111,-0.00487184,0.00243503,1
31.16,0.0523364,0.0431092,0.0044486,0.0232853,-0.00484276,0.00243223,1
31.17,0.0527687,0.0432075,0.00443591,0.0234037,-0.00475815,0.00242911,1
31.18,0.0364672,0.0431827,0.00442918,0.0234744,-0.00468213,0.00242569,1
31.19,0.0133589,0.0431447,0.00443555,0.0232388,-0.00455516,0.00242201,1
31.2,0.010747,0.0431535,0.00444587,0.0228517,-0.00444682,0.00241811,1
31.21,0.0244664,0.0432124,0.00445677,0.0225355,-0.00430755,0.00241403,1
31.22,0.035227,0.0431676,0.00446902,0.0223818,-0.00420968,0.0024098,1
31.23,0.0429325,0.0428206,0.00448227,0.0223624,-0.0042764,0.00240544,1
31.24,0.0431604,0.0421336,0.00449648,0.0224941,-0.00443195,0.00240319,1
31.25,0.0390852,0.0414399,0.00451213,0.0227572,-0.00443295,0.00240306,1
31.26,0.0336492,0.0413674,0.00452887,0.0230521,-0.00441432,0.00240281,1
31.27,0.0259216,0.0416876,0.00454465,0.0233288,-0.00439308,0.00240241,1
31.28,0.0163909,0.0419935,0.00455435,0.0235395,-0.00438765,0.00240182,1
31.29,0.00537328,0.0421113,0.00455034,0.023646,-0.00435551,0.00240104,1
31.3,5.94038e-05,0.0420462,0.00454265,0.023672,-0.00432275,0.00240003,1
31.31,0.000901143,0.0419299,0.00453421,0.023716,-0.00431144,0.00239877,1
31.32,0.00746095,0.0417301,0.00452504,0.0238582,-0.00427061,0.00239722,1
31.33,0.0165436,0.0413563,0.00451471,0.0241012,-0.00423417,0.00239533,1
31.34,0.0228858,0.0405684,0.00450326,0.024357,-0.00418497,0.0023931,1
31.35,0.0241206,0.0394993,0.0044902,0.0245418,-0.00413003,0.00239052,1
31.36,0.0303549,0.0384487,0.00447558,0.0246163,-0.00410292,0.00238758,1
31.37,0.041808,0.0376581,0.00445865,0.0245165,-0.00401436,0.00238432,1
31.38,0.0633435,0.0371799,0.00444083,0.0240157,-0.00393408,0.00238075,1
31.39,0.0715533,0.03683,0.00442494,0.0232355,-0.00384911,0.00237693,1
31.4,0.0603341,0.0364201,0.00440968,0.022569,-0.00374427,0.0023729,1
31.41,0.0309967,0.0359072,0.00439405,0.0222049,-0.0036864,0.0023687,1
31.42,0.0159667,0.0353269,0.00437922,0.0220078,-0.0038525,0.00236438,1
31.43,0.0194542,0.0347717,0.00436548,0.0219003,-0.00437756,0.00235993,1
31.44,0.0285212,0.0345942,0.00435348,0.0219134,-0.0048264,0.00235768,1
31.45,0.0372854,0.0345676,0.00434427,0.0220439,-0.00482048,0.00235756,1
31.46,0.0404442,0.0344978,0.00433709,0.0221995,-0.00481688,0.00235733,1
31.47,0.0425198,0.0342244,0.00433205,0.0223598,-0.00480325,0.00235695,1
31.48,0.0481557,0.0338035,0.00432769,0.0224892,-0.00477831,0.00235639,1
31.49,0.053031,0.033298,0.00431976,0.0225354,-0.00475279,0.00235564,1
31.5,0.0530454,0.0328757,0.00430936,0.0225307,-0.00473358,0.00235468,1
31.51,0.0502396,0.0326395,0.00429827,0.022525,-0.00469831,0.00235346,1
31.52,0.0451687,0.0326495,0.00428629,0.0225555,-0.00470368,0.00235195,1
31.53,0.0394236,0.0331561,0.00427241,0.022616,-0.00470448,0.00235011,1
31.54,0.0364972,0.0342981,0.00425734,0.0226882,-0.00470834,0.00234793,1
31.55,0.0351836,0.0354275,0.00424105,0.0227491,-0.00466285,0.00234539,1
31.56,0.0393142,0.035902,0.00422421,0.0228223,-0.00462927,0.00234251,1
31.57,0.0401397,0.0359781,0.00420759,0.0229439,-0.00458003,0.00233929,1
31.58,0.0251695,0.0359541,0.00419626,0.0230334,-0.00449503,0.00233578,1
31.59,0.00504373,0.0359004,0.00419541,0.0228025,-0.00438419,0.00233199,1
31.6,0.00364361,0.035865,0.00419704,0.0224192,-0.00428489,0.00232799,1
31.61,0.0170814,0.0358409,0.00419959,0.0221047,-0.00414547,0.00232382,1
31.62,0.0283718,0.03574,0.00420283,0.0219481,-0.0040516,0.0023195,1
31.63,0.0346167,0.0352975,0.00420744,0.0219307,-0.0040747,0.00231505,1
31.64,0.0351775,0.0343715,0.00421289,0.0220713,-0.00416063,0.00231277,1
31.65,0.0308451,0.0334668,0.00421971,0.0223405,-0.00411158,0.00231264,1
31.66,0.0276343,0.0332015,0.00422803,0.0226483,-0.00408851,0.00231239,1
31.67,0.0220507,0.033346,0.00423564,0.0229402,-0.00405043,0.00231199,1
31.68,0.0120336,0.0334875,0.00423718,0.023166,-0.004044,0.00231141,1
31.69,-0.000265423,0.0335241,0.0042251,0.0232822,-0.00402868,0.00231063,1
31.7,-0.0048612,0.0334172,0.0042091,0.0233113,-0.00402869,0.00230963,1
31.71,-0.00353424,0.0331806,0.00419197,0.023357,-0.00399272,0.00230837,1
31.72,0.00567292,0.0329103,0.00417355,0.0235058,-0.00398961,0.00230682,1
31.73,0.0140133,0.0324649,0.00415422,0.0237576,-0.00398186,0.00230495,1
31.74,0.0185657,0.031695,0.00413385,0.0240251,-0.00392323,0.00230274,1
31.75,0.0202694,0.0308104,0.00411199,0.0242093,-0.00387434,0.00230017,1
31.76,0.0268919,0.0299273,0.0040881,0.0242889,-0.00381536,0.00229726,1
31.77,0.0375045,0.0292033,0.00406249,0.0241887,-0.0037213,0.00229403,1
31.78,0.057666,0.0287335,0.0040365,0.0236745,-0.00360113,0.0022905,1
31.79,0.0667812,0.0284791,0.00401232,0.0228677,-0.00350515,0.00228673,1
31.8,0.0544664,0.0282676,0.00398916,0.022181,-0.00339903,0.00228275,1
31.81,0.024755,0.0279771,0.00396664,0.0218068,-0.0033587,0.00227862,1
31.82,0.00728015,0.0275605,0.00394432,0.0216002,-0.00347735,0.00227437,1
31.83,0.00973124,0.0271681,0.00392315,0.0214898,-0.00393807,0.00227,1
31.84,0.0181143,0.0270759,0.00390358,0.0215144,-0.00424462,0.00226822,1
31.85,0.0224973,0.0271077,0.00388641,0.0216457,-0.00424179,0.00226811,1
31.86,0.0274734,0.0271434,0.00387175,0.0218091,-0.00424037,0.00226789,1
31.87,0.0311674,0.0270002,0.00385901,0.0219756,-0.00421986,0.00226752,1
31.88,0.0362797,0.026639,0.00384669,0.0221116,-0.00418814,0.00226698,1
31.89,0.0399535,0.02617,0.003832,0.022169,-0.00418362,0.00226625,1
31.9,0.0399147,0.0257726,0.00381651,0.0221635,-0.00415989,0.00226531,1
31.91,0.0352313,0.0255133,0.003801,0.0221621,-0.00416429,0.00226412,1
31.92,0.0285867,0.0254126,0.00378533,0.0221985,-0.00413188,0.00226265,1
31.93,0.0258487,0.0257764,0.00376888,0.0222685,-0.00410638,0.00226087,1
31.94,0.0250017,0.0267045,0.00375118,0.0223496,-0.00407516,0.00225875,1
31.95,0.0263412,0.0277018,0.00373165,0.0224192,-0.0040448,0.00225629,1
31.96,0.0282203,0.028035,0.00371114,0.022494,-0.00396549,0.00225349,1
31.97,0.0290385,0.0280542,0.00369122,0.0226295,-0.00389454,0.00225037,1
31.98,0.0141579,0.0280176,0.00367574,0.0227265,-0.00381718,0.00224697,1
31.99,-0.00822667,0.0279454,0.00367232,0.0224943,-0.00371044,0.00224332,1
32,-0.00873263,0.0278834,0.00367312,0.0220893,-0.00359477,0.00223946,1
32.01,0.00412181,0.027806,0.00367429,0.021758,-0.00345639,0.00223544,1
32.02,0.0192859,0.0276497,0.0036762,0.021598,-0.00337834,0.00223129,1
32.03,0.0247093,0.0271885,0.00368061,0.0215876,-0.00346969,0.00222702,1
32.04,0.0264312,0.0261464,0.00368649,0.0217382,-0.00356869,0.00222483,1
32.05,0.0250378,0.0251625,0.0036938,0.0220195,-0.00356473,0.00222471,1
32.06,0.0221,0.0249882,0.00370238,0.0223407,-0.00353772,0.00222448,1
32.07,0.0177662,0.0252502,0.00371064,0.0226434,-0.00351856,0.00222411,1
32.08,0.00854368,0.0255056,0.00371389,0.0228723,-0.00349426,0.00222356,1
32.09,-0.00537792,0.0256609,0.00370612,0.0229933,-0.00347652,0.00222283,1
32.1,-0.012778,0.0257363,0.00369619,0.0230189,-0.00350259,0.00222188,1
32.11,-0.0132874,0.0257501,0.00368562,0.0230676,-0.0034665,0.0022207,1
32.12,-0.0058474,0.0257006,0.00367428,0.0232158,-0.00341815,0.00221924,1
32.13,0.00528675,0.0254686,0.00366136,0.0234764,-0.00340055,0.00221747,1
32.14,0.0098521,0.0249121,0.00364681,0.0237598,-0.00336177,0.00221539,1
32.15,0.0103877,0.0242719,0.00363069,0.0239615,-0.00332136,0.00221297,1
32.16,0.015975,0.0236774,0.00361284,0.0240564,-0.00327764,0.00221023,1
32.17,0.0266741,0.0233288,0.00359324,0.0239664,-0.00322494,0.00220719,1
32.18,0.0444265,0.0232606,0.00357348,0.0234379,-0.00313684,0.00220387,1
32.19,0.0548945,0.0233776,0.00355588,0.0225913,-0.00303974,0.00220033,1
32.2,0.0444872,0.0235041,0.00353926,0.0218714,-0.00294712,0.00219659,1
32.21,0.0141054,0.0234582,0.0035237,0.0214598,-0.00288637,0.00219271,1
32.22,-0.000777936,0.023268,0.00350938,0.0212453,-0.0030085,0.00218872,1
32.23,0.00269996,0.0230773,0.0034962,0.0211405,-0.00350582,0.00218462,1
32.24,0.0114704,0.0230614,0.00348443,0.0211618,-0.00393189,0.00218255,1
32.25,0.0170105,0.0230294,0.00347412,0.0213075,-0.00392006,0.00218245,1
32.26,0.020058,0.0230332,0.0034665,0.0214874,-0.00388973,0.00218224,1
32.27,0.0272153,0.0229724,0.00346072,0.021673,-0.00387037,0.00218189,1
32.28,0.0336973,0.0227847,0.00345503,0.0218266,-0.00385599,0.00218139,1
32.29,0.0366413,0.022545,0.00344602,0.0218862,-0.00382763,0.00218071,1
32.3,0.0370887,0.0223175,0.00343543,0.0218783,-0.00381028,0.00217983,1
32.31,0.032306,0.0222057,0.0034242,0.0218779,-0.00382023,0.00217873,1
32.32,0.0283575,0.0222895,0.00341238,0.0219176,-0.00379743,0.00217738,1
32.33,0.0242589,0.0228776,0.00339943,0.0219957,-0.00381863,0.00217574,1
32.34,0.0247087,0.0240915,0.00338556,0.0220847,-0.00378859,0.0021738,1
32.35,0.0244186,0.0252976,0.00337019,0.0221616,-0.00377977,0.00217154,1
32.36,0.0266279,0.0256811,0.00335373,0.0222519,-0.00372452,0.00216899,1
32.37,0.0270332,0.0256782,0.00333868,0.022397,-0.00365739,0.00216614,1
32.38,0.0126537,0.0256783,0.0033288,0.0225002,-0.00354404,0.00216304,1
32.39,-0.00644814,0.0256867,0.00332973,0.0222476,-0.00344103,0.0021597,1
32.4,-0.00549208,0.0257282,0.00333386,0.0218196,-0.00333843,0.00215618,1
32.41,0.00865577,0.0257771,0.00333907,0.0214916,-0.00323502,0.00215251,1
32.42,0.0199911,0.0257979,0.00334494,0.0213336,-0.00316377,0.00214873,1
32.43,0.0279664,0.0255881,0.00335181,0.0213243,-0.00318855,0.00214484,1
32.44,0.0310933,0.0250566,0.00336031,0.0214797,-0.00325492,0.00214286,1
32.45,0.0281129,0.0245332,0.00337033,0.0217744,-0.00326072,0.00214277,1
32.46,0.0216172,0.024642,0.00338154,0.022097,-0.00323689,0.00214258,1
32.47,0.0143049,0.0249703,0.00339213,0.0224059,-0.00322473,0.00214226,1
32.48,0.00762525,0.0252252,0.00339714,0.0226337,-0.00319653,0.00214178,1
32.49,-0.000609798,0.0253924,0.00338914,0.0227483,-0.00315438,0.00214114,1
32.5,-0.00691113,0.0255121,0.00337731,0.0227699,-0.00313616,0.0021403,1
32.51,-0.00591104,0.025589,0.00336459,0.0228167,-0.00312543,0.00213925,1
32.52,0.00114625,0.0255775,0.00335135,0.0229858,-0.00311202,0.00213795,1
32.53,0.0109364,0.0253432,0.00333667,0.0232621,-0.00308152,0.00213636,1
32.54,0.0136563,0.0248718,0.00332062,0.0235495,-0.00303164,0.00213449,1
32.55,0.014614,0.0243902,0.00330337,0.0237502,-0.00299567,0.00213231,1
32.56,0.0204834,0.0239235,0.00328415,0.02384,-0.00292082,0.00212984,1
32.57,0.0306038,0.0235307,0.00326344,0.0237404,-0.00285847,0.00212709,1
32.58,0.0481612,0.023274,0.00324197,0.0232048,-0.00276598,0.00212409,1
32.59,0.0583927,0.0230871,0.00322196,0.0223471,-0.00267752,0.00212087,1
32.6,0.0479338,0.0228667,0.00320287,0.0216083,-0.00259281,0.00211749,1
32.61,0.0166096,0.0226009,0.00318426,0.0211808,-0.00257089,0.00211397,1
32.62,0.00420144,0.022286,0.00316642,0.0209614,-0.00271675,0.00211034,1
32.63,0.00341177,0.0220665,0.00315011,0.0208552,-0.00315345,0.00210662,1
32.64,0.012426,0.0220985,0.00313592,0.0208836,-0.00355524,0.00210475,1
32.65,0.0164748,0.022236,0.00312354,0.0210354,-0.00354817,0.00210466,1
32.66,0.0195987,0.0224106,0.0031129,0.0212231,-0.0035608,0.00210448,1
32.67,0.023567,0.0223875,0.00310406,0.0214167,-0.00354056,0.00210418,1
32.68,0.0311108,0.0221395,0.00309543,0.021575,-0.00353068,0.00210373,1
32.69,0.0358566,0.0217457,0.00308435,0.0216389,-0.00351451,0.00210312,1
32.7,0.0384094,0.0213848,0.0030723,0.0216319,-0.00351481,0.00210233,1
32.71,0.0321405,0.0212278,0.00305951,0.0216306,-0.00349455,0.00210135,1
32.72,0.0278141,0.0213425,0.00304576,0.0216743,-0.00346557,0.00210013,1
32.73,0.0217998,0.0220278,0.00303098,0.0217472,-0.00343015,0.00209865,1
32.74,0.0218312,0.0235626,0.00301512,0.0218387,-0.00340891,0.0020969,1
32.75,0.0226579,0.0250429,0.00299852,0.0219185,-0.00335136,0.00209487,1
32.76,0.0226276,0.0256633,0.00298055,0.0220171,-0.00327624,0.00209256,1
32.77,0.0213849,0.0257599,0.00296294,0.0221688,-0.00321661,0.00209,1
32.78,0.00844016,0.025808,0.00294894,0.0222688,-0.00313481,0.0020872,1
32.79,-0.011869,0.0259224,0.00294445,0.0220081,-0.0030184,0.00208419,1
32.8,-0.0154995,0.0261891,0.00294264,0.0215629,-0.00293043,0.00208102,1
32.81,-0.00261126,0.0265212,0.002941,0.0212047,-0.00283026,0.00207771,1
32.82,0.00779438,0.0268431,0.00294044,0.0210427,-0.00274533,0.0020743,1
32.83,0.0122394,0.0269761,0.00294118,0.0210361,-0.00278245,0.00207078,1
32.84,0.0114318,0.0267343,0.00294344,0.0212126,-0.00287493,0.00206934,1
32.85,0.00898309,0.0265284,0.00294736,0.0215163,-0.00286233,0.00206926,1
32.86,0.00597072,0.0270064,0.00295208,0.0218588,-0.00285304,0.00206909,1
32.87,0.00244809,0.0276734,0.00295627,0.022184,-0.00281636,0.00206879,1
32.88,-0.00610449,0.0281913,0.00295528,0.0224401,-0.00280417,0.00206836,1
32.89,-0.0169934,0.0286137,0.00294266,0.0225708,-0.00277414,0.00206777,1
32.9,-0.020844,0.0289375,0.00292642,0.0225957,-0.00274936,0.002067,1
32.91,-0.0170616,0.0292175,0.00290945,0.0226338,-0.00274048,0.00206604,1
32.92,-0.00673301,0.0294962,0.00289098,0.0228095,-0.00272424,0.00206486,1
32.93,0.00518262,0.0295791,0.00287144,0.023098,-0.00267467,0.00206342,1
32.94,0.0108595,0.0292488,0.00285032,0.0233996,-0.0026518,0.00206172,1
32.95,0.0137491,0.028758,0.00282762,0.0236245,-0.00259377,0.00205974,1
32.96,0.0205433,0.028344,0.0028034,0.0237252,-0.00252524,0.00205751,1
32.97,0.0306673,0.0281676,0.00277806,0.0236353,-0.00246024,0.00205502,1
32.98,0.0520089,0.0281926,0.00275217,0.0230712,-0.00235659,0.00205232,1
32.99,0.0630578,0.0283518,0.00272821,0.0221688,-0.0022588,0.00204942,1
33,0.0533302,0.028505,0.00270497,0.0213974,-0.00213175,0.00204637,1
33.01,0.0220329,0.0285536,0.00268305,0.0209547,-0.00208415,0.0020432,1
33.02,0.0118342,0.0285133,0.00266224,0.0207322,-0.0021939,0.00203995,1
33.03,0.0153131,0.0284467,0.00264269,0.0206235,-0.00258861,0.00203661,1
33.04,0.0264205,0.0284423,0.00262531,0.0206541,-0.00294251,0.00203493,1
33.05,0.0334296,0.0284281,0.00260995,0.0208117,-0.00290149,0.00203486,1
33.06,0.035322,0.0284778,0.00259652,0.0210078,-0.00287341,0.0020347,1
33.07,0.0420625,0.0285236,0.00258522,0.0212039,-0.0028567,0.00203444,1
33.08,0.0454641,0.0284908,0.00257402,0.0213666,-0.00286166,0.00203405,1
